,Unnamed: 0,URL,Price,Marka,Model,İşletim Sistemi,Ön Kamera Çözünürlüğü,Arka Kamera Çözünürlüğü,Bellek Kapasitesi,Batarya Kapasitesi,Ekran Boyutu,Ekran Çözünürlüğü,Garanti Türü,Hızlı Şarj Özelliği,Çift Hatlı,Toza Dayanıklılık,En,NFC,GPS,Hafıza Kartı Desteği,Yonga Seti (Chipset),4.5G Desteği,İşlemci,Bluetooth Sürüm,Arka Kamera Video Kayıt Çözünürlüğü,CPU Frekansı,Ekran / Gövde Oranı,Optik Görüntü Sabitleyici,Çözünürlük Standardı,USB Bağlantı Tipi,USB Versiyonu,Boy,İkinci Arka Kamera Çözünürlüğü,Kalınlık,Suya Dayanıklılık,Parmak izi Okuyucu,Üçüncü Arka Kamera Çözünürlüğü,Ağırlık,Arka Kamera Video FPS Değeri,Dördüncü Arka Kamera Çözünürlüğü,CPU Çekirdeği,Ekran Tipi,5G Desteği,Yüz Tanıma,Toza Dayanıklılık Seviyesi,Suya Dayanıklılık Seviyesi,1.Yardımcı İşlemci,İkinci Ön Kamera Çözünürlüğü,Kamera Zoom,2.Yardımcı İşlemci,Beşinci Arka Kamera Çözünürlüğü,Dahili_Hafiza
741,741,https://www.n11.com/urun/apple-iphone-11-64-gb-apple-turkiye-garantili-1109951?magaza=cephane," 7.559,90 ", Apple, iPhone 11, iOS, 12 MP, 12 MP, 4 GB, 3046 mAh," 6.1""", 828 x 1792, Distribütör Garantili, Var, Yok, Var, 75.7 MM, Var, Var, Yok, Apple A13 Bionic, Var, Dual-Core 2.65 GHz Lightning,5.0, 2160p (Ultra HD) 4K, 2.65 GHz, % 78.31, Var, HD+, Lightning, 2.0, 150.9 MM, 12 MP, 8.3 MM, Var, Yok,, 194 G, 60 fps,,6.0, IPS LCD, Yok, Var, IP6X, IPX8,,,,,,64.0
742,742,https://www.n11.com/urun/huawei-y6-2019-32-gb-duos-huawei-turkiye-garantili-928889?magaza=cephane," 2.230,00 ", Huawei, Y6 2019, Android, 8 MP, 13 MP, 2 GB, 3020 mAh," 6.09""", 720 x 1560, Distribütör Garantili, Yok, Var, Yok, 73.5 MM, Yok, Var, Var, MediaTek MT6761 (Helio A22), Var, Quad-Core 2.0 GHz ARM Cortex-A53,4.2, 1080p (Full HD), 2.0 GHz, % 78.82, Yok, HD+, Micro-USB, 2.0, 156.28 MM,, 8 MM, Yok, Yok,, 150 G, 30 fps,,4.0, IPS LCD, Yok,,,,,,,,,32.0
743,743,https://www.n11.com/urun/huawei-p40-lite-e-duos-64-gb-huawei-turkiye-garantili-1360048?magaza=cephane," 2.900,00 ", Huawei, P40 Lite E, Android, 8 MP, 48 MP, 4 GB, 4000 mAh," 6.39""", 720 x 1560, Distribütör Garantili, Yok, Var, Yok, 76.13 MM, Yok, Var, Var, Huawei Kirin 710F, Var, Quad-Core 2.2 GHz ARM Cortex-A73,5.0, 1080p (Full HD), 2.2 GHz, % 82.18,, HD+, Micro-USB, 2.0, 159.81 MM, 8 MP, 8.13 MM, Yok, Var, 2 MP, 176 G, 60 fps,,8.0, IPS LCD, Yok, Var,,,,,,,,64.0
744,744,https://www.n11.com/urun/honor-8s-duos-3-gb-64-gb-honor-turkiye-garantili-1350443?magaza=cephane," 2.833,00 ", Honor, 8S, Android, 5 MP, 13 MP, 3 GB, 3020 mAh," 5.71""", 720 x 1520, Distribütör Garantili, Yok, Var,, 70.78 MM, Yok, Var, Var, MediaTek MT6761 (Helio A22), Var, Quad-Core 2.0GHz ARM Cortex-A53,5.0, 1080p (Full HD), 2 GHz, % 77.62, Yok, HD+, Micro-USB, 2.0, 147.13 MM,, 8.45 MM,,,, 146 G, 30 fps,,4.0, IPS LCD,,,,,,,,,,64.0
745,745,https://www.n11.com/urun/samsung-galaxy-note-10-plus-256-gb-samsung-turkiye-garantili-1035961?magaza=telefondukkani," 7.999,00 ", Samsung, Galaxy Note 10 Plus, Android, 10 MP, 12 MP, 12 GB, 4300 mAh," 6.8""", 1440 x 3040, Distribütör Garantili, Var, Yok, Var, 77.1 MM, Var, Var, Var, Samsung Exynos 9825, Var, Dual-Core 2.73 GHz Exynos M4,5.0, 2160p (Ultra HD) 4K, 2.73 GHz, % 92.23, Var, QHD+, USB Type-C, 3.1 Gen 1 (USB 3.0), 162.3 MM, 16 MP, 7.9 MM, Var, Var, 12 MP, 198 G, 60 fps,,8.0, Dynamic AMOLED, Yok,, IPX8, IPX8,,,,,,256.0
746,746,https://www.n11.com/urun/huawei-p40-lite-duos-128-gb-huawei-turkiye-garantili-1341859?magaza=telefondukkani," 3.039,00 ", Huawei, P40 Lite, Android, 16 MP, 48 MP, 6 GB, 4200 mAh," 6.4""", 1080 x 2310, Distribütör Garantili, Var, Var,, 76.3 MM, Var, Var, Var, Huawei Kirin 810, Var, Dual-core 2.27 GHz ARM Cortex-A76,5.0, 1080p (Full HD), 2.27 GHz, % 83.26, Yok, FHD+, USB Type-C, 2.0, 159.2 MM, 8 MP, 8.7 MM,, Var, 2 MP, 183 G, 30 fps, 2 MP,8.0,,,,,,,,,,,128.0
747,747,https://www.n11.com/urun/apple-iphone-7-32-gb-apple-turkiye-garantili-124307?magaza=telefondukkani," 4.125,00 ", Apple, iPhone 7, iOS, 7 MP, 12 MP, 2 GB, 1960 mAh," 4.7""", 750 x 1334, Distribütör Garantili, Yok, Yok, Var, 67.1 MM, Var, Var, Yok, Apple A10 Fusion, Var, Quad-Core 2.34 GHz,4.2, 2160p (Ultra HD) 4K, 2.34 GHz, % 65.61, Var, HD+, Lightning, 2.0, 138.3 MM,, 7.1 MM, Var, Var,, 138 G, 30 fps,,4.0, IPS LCD, Yok, Yok, IP6X, IPX7,,,,,,32.0
748,748,https://www.n11.com/urun/elephone-e10-pro-128-gb-elephone-turkiye-garantili-1599260?magaza=bittibitiyor," 3.275,00 ", Elephone, E10 Pro, Android, 13 MP, 48 MP, 4 GB, 4000 mAh," 6.55""", 720 x 1560, Distribütör Garantili,,,,,, Var, Var, MediaTek Helio P22, Var,,4.0,, 2 GHz,,, HD+, USB Type-C,,, 13 MP,,, Var, 2 MP,, 30 fps, 5 MP,8.0, IPS,, Var,,,,,,,,128.0
749,749,https://www.n11.com/urun/elephone-e10-64-gb-elephone-turkiye-garantili-1599315?magaza=bittibitiyor," 3.060,00 ", Elephone, E10, Android, 13, 48 MP, 4 GB, 4000 mAh," 6.5""", 720 x 1560, Distribütör Garantili,,,,, Var, Var, Var, MediaTek Helio P22, Var,,4.0,, 1.8 GHz,,, HD+, USB Type-C,,, 13 MP,,, Var, 2 MP,, 30 fps, 5 MP,8.0, IPS,, Var,,,,,,,,64.0
750,750,https://www.n11.com/urun/samsung-galaxy-s10-plus-128-gb-samsung-turkiye-garantili-874518?magaza=bittibitiyor," 5.499,00 ", Samsung, Galaxy S10 Plus, Android, 16 MP, 12 MP, 8 GB, 4100 mAh," 6.4""", 1440 x 3040, Distribütör Garantili, Var, Yok, Var, 74.1 MM, Var, Var, Var, Samsung Exynos 9 Series 9820, Var, Dual-Core 2.73 GHz Mongoose M4,5.0, 2160p (Ultra HD) 4K, 2.73 GHz, % 87.54, Var, QHD+, USB Type-C, 3.1 Gen 1 (USB 3.0), 157.6 MM, 16 MP, 7.8 MM, Var, Var, 12 MP, 175 G, 60 fps,,8.0, Dynamic AMOLED, Yok,, IP6X, IPX8,, 8 MP,,,,128.0
751,751,https://www.n11.com/urun/casper-via-p3-32-gb-3-gb-casper-turkiye-garantili-1288489?magaza=cephane," 1.989,00 ", Casper, VIA P3, Android, 8 MP, 13 MP, 3 GB, 3000 mAh," 5.86""", 720 x 1520, Distribütör Garantili, Yok,, Yok, 72 MM, Yok, Var, Var, MediaTek MT6771 (Helio P60), Var, Quad-core 2.0 GHz ARM Cortex-A73,4.2, 1080p (Full HD), 2.0 GHz, % 78.79,, HD+, USB Type-C, 2.0, 149.5 MM, 5 MP, 8.1 MM,, Var,, 163 G, 30 fps,,8.0, IPS LCD, Yok,,,,,,,,,32.0
752,752,https://www.n11.com/urun/samsung-galaxy-xcover-4-16-gb-samsung-turkiye-garantili-919309?magaza=bittibitiyor," 2.049,00 ", Samsung, Galaxy Xcover 4, Android, 5 MP, 13 MP, 2 GB, 2800 mAh," 5""", 720 x 1280, Distribütör Garantili,, Yok, Var, 73.3 MM, Var, Var, Var, Samsung Exynos 7 Quad 7570, Var, Quad-Core 1.4 GHz ARM Cortex-A53,4.2, 1080p (Full HD), 1.4 GHz, % 64.31, Yok, HD, Micro-USB, 2.0, 146.2 MM,, 9.7 MM, Var,,, 172 G, 30 fps,,4.0, TFT LCD, Yok,, IP6X, IPX8,,,,,,16.0
753,753,https://www.n11.com/urun/samsung-galaxy-note20-ultra-256-gb-samsung-turkiye-garantili-1473762?magaza=telefondukkani," 11.609,00 ", Samsung, Note20 Ultra, Android, 10 MP, 108 MP, 8 GB, 4500 mAh," 6.9""", 1440 x 3088, Distribütör Garantili, Var,, Var, 77.2 MM, Var, Var,, Samsung Exynos 990, Var, Dual-core 2.73 GHz Mongoose M5,5.0, 4320p (Ultra HD) 8K, 2.73 GHz, % 91.7, Var, QHD+, USB Type-C,, 164.8 MM, 12 MP, 8.1 MM, Var, Var, 12 MP, 208 G,,,8.0, Dynamic AMOLED,, Var, IP6X, IPX8, Dual-core 2.6 GHz ARM Cortex-A76,, Optik Zoom (5x), Quad-core 2.00 GHz ARM Cortex-A55,,256.0
754,754,https://www.n11.com/urun/general-mobile-gm-20-pro-128-gb-general-mobile-turkiye-garantili-1507045?magaza=cephane," 2.289,00 ", General Mobile, GM 20 Pro, Android, 16 MP, 48 MP, 6 GB, 4050 mAh," 6.3""", 1080 x 2340, Distribütör Garantili, Var,,, 75 MM,, Var, Var, MediaTek MT6771V/T (Helio P70), Var, Quad-core 2.1 GHz ARM Cortex-A73,4.2,, 2.1 GHz, % 81.97,, Full HD+, USB Type-C, 2.0, 157.5 MM, 8 MP, 8.65 MM,, Var, 2 MP, 180 G, 30 fps,,8.0, IPS LCD,, Var,,, Quad-core 2.0 GHz ARM Cortex-A53,,,,,128.0
755,755,https://www.n11.com/urun/huawei-p-smart-2019-64-gb-huawei-turkiye-garantili-1135269?magaza=cephane," 2.941,56 ", Huawei, P Smart (2019), Android, 8 MP, 13 MP, 3 GB, 3400 mAh," 6.21""", 1080 x 2340, Distribütör Garantili, Yok, Var, Yok, 73.4 MM, Var, Var, Var, Huawei Kirin 710, Var, Quad-core 2.2 GHz ARM Cortex-A73,4.2, 1080p (Full HD), 2.2 GHz, % 82.66, Yok, FHD+, Micro-USB, 2.0, 155.2 MM, 2 MP, 7.95 MM, Yok, Var,, 160 G, 60 fps,,8.0, IPS LCD, Yok, Var,,,,,,,,64.0
756,756,https://www.n11.com/urun/oppo-reno-3-128-gb-oppo-turkiye-garantili-1346908?magaza=cephane," 3.719,00 ", Oppo, Reno 3, Android, 44 MP, 48 MP, 8 GB, 4025 mAh," 6.4""", 1080 x 2400, Distribütör Garantili, Var, Yok, Yok, 73.3 MM, Var, Var, Var, MediaTek Helio P90, Var, Dual-core 2.2 GHz ARM Cortex-A75,5.0, 2160p (Ultra HD) 4K, 2.2 GHz, % 82.36,, FHD+, USB Type-C, 2.0, 160.2 MM, 8 MP, 7.9 MM, Yok, Var, 13 MP, 170 G, 30 fps, 2 MP,8.0, AMOLED, Yok, Var,,,,,,,,128.0
757,757,https://www.n11.com/urun/samsung-galaxy-s20-fe-128-gb-samsung-turkiye-garantili-1557583?magaza=bittibitiyor," 6.499,00 ", Samsung, S20 FE, Android, 32 MP, 12 MP, 6 GB, 4500 mAh," 6.5""", 1080 x 2400, Distribütör Garantili, Var,, Var, 74.55 MM, Var, Var, Var, Samsung Exynos 990, Var, Dual-core 2.73 GHz Mongoose M5,5.0, 2160p (Ultra HD) 4K, 2.73 GHz, % 85.52, Var, FHD+, USB Type-C,, 159.8 MM, 12 MP, 8.4 MM, Var, Var, 8 MP, 190 G, 60 fps,,8.0, Super AMOLED,, Var, IP6X, IPX8,,, 3x Optik,,,128.0
758,758,https://www.n11.com/urun/xiaomi-redmi-9c-duos-64-gb-xiaomi-turkiye-garantili-1591705?magaza=bittibitiyor," 2.628,00 ", Xiaomi, Redmi 9C, Android, 5 MP, 13 MP, 3 GB, 5000 mAh," 6.53""", 720 x 1600, Distribütör Garantili,, Var,, 77.07 MM, Var,, Var, MediaTek Helio G35, Var, Quad-Core 2.3 GHz ARM Cortex-A53,5.0, 1080p (Full HD), 2.3 GHz, % 81.1,, HD+, Micro-USB, 2.0, 164.9 MM, 2 MP, 9 MM,, Var, 2 MP, 196 G, 30 fps,,8.0, IPS LCD,, Var,,, Quad-Core 1.8 Ghz ARM Cortex-A53,,,,,64.0
759,759,https://www.n11.com/urun/xiaomi-mi-note-10-128-gb-xiaomi-turkiye-garantili-1192826?magaza=bittibitiyor," 6.397,98 ", Xiaomi, Mi Note 10, Android, 32 MP, 108 MP, 6 GB, 5260 mAh," 6.47""", 1080 x 2340, Distribütör Garantili, Var, Var, Yok, 74.2 MM, Var, Var, Yok, Qualcomm Snapdragon 730G (SM7150-AB), Var, Dual-Core 2.2 Ghz Kryo 470 (Gold),5.0, 2160p (Ultra HD) 4K, 2.2 GHz, % 87.38, Var, FHD+, USB Type-C, 2.0, 157.8 MM, 20 MP, 9.67 MM, Yok, Var, 5 MP, 208 G, 30 fps, 12 MP,8.0, AMOLED, Yok, Var,,,,, 5x Optik,, 2 MP,128.0
760,760,https://www.n11.com/urun/apple-iphone-se-2020-128-gb-apple-turkiye-garantili-1383137?magaza=cephane," 5.458,00 ", Apple, iPhone SE 2020, iOS, 7 MP, 12 MP, 3 GB, 1821 mAh," 4.7""", 750 x 1334, Distribütör Garantili, Var,, Var, 67.3 MM, Var, Var,, Apple A13 Bionic, Var,,5.0, 2160p (Ultra HD) 4K, 2.6 GHz, % 65.36, Var,, Lightning,, 138.4 MM,, 7.3 MM, Var, Var,, 148 G, 60 fps,,6.0, IPS LCD,,, IP6X, IPX7,,,,,,128.0
761,761,https://www.n11.com/urun/apple-iphone-8-plus-128-gb-apple-turkiye-garantili-1098051?magaza=cephane," 6.279,00 ", Apple, iPhone 8 Plus, iOS, 7 MP, 12 MP, 3 GB, 2691 mAh," 5.5""", 1080 x 1920, Distribütör Garantili, Var, Yok, Var, 78.1 MM, Var, Var, Yok, Apple A11 Bionic, Var, Dual-core 2.1 GHz Monsoon,5.0, 2160p (Ultra HD) 4K, 2.1 GHz, % 67.41, Var, FHD, Lightning,, 158.4 MM, 12 MP, 7.5 MM, Var, Var,, 202 G, 60 fps,,6.0, IPS LCD, Yok, Yok, IP6X, IPX7,,, 2x Optik,,,128.0
762,762,https://www.n11.com/urun/alcatel-3x-2020-128-gb-alcatel-turkiye-garantili-1599324?magaza=bittibitiyor," 2.899,00 ", Alcatel, 3X 2020, Android, 13 MP, 48 MP, 6 GB, 5000 mAh," 6.52""", 720 x 1600, Distribütör Garantili, Yok, Var, Yok, 75 MM, Var, Var, Var, MediaTek MT6763 (Helio P23), Var, Quad-Core 2.0GHz ARM Cortex-A53,5.0,, 2.0 GHz, % 81.42, Yok, HD, USB Type-C, 2, 165 MM, 5 MP, 9.09 MM, Yok, Var, 2 MP, 186 G,, 2 MP,8.0, IPS LCD, Var, Var,,,,,,,,128.0
763,763,https://www.n11.com/urun/samsung-galaxy-a01-16-gb-duos-samsung-turkiye-garantili-1275072?magaza=cephane," 2.019,00 ", Samsung, Galaxy A01, Android, 5 MP, 13 MP, 2 GB, 3000 mAh," 5.7""", 720 x 1520, Distribütör Garantili, Yok, Var, Yok, 70.86 MM, Yok, Var, Var, Qualcomm Snapdragon 439 (SDM439), Var, Quad-core 1.95 GHz ARM Cortex-A53,4.2, 1080p (Full HD), 1.95 GHz, % 77.36, Yok, HD+, Micro-USB, 2.0, 146.3 MM, 2 MP, 8.34 MM, Yok, Yok,, 149 G,,,8.0, PLS, Yok,,,,,,,,,16.0
764,764,https://www.n11.com/urun/alcatel-1s-2020-32-gb-alcatel-turkiye-garantili-1378294?magaza=cephane," 1.979,00 ", Alcatel, 1S (2020), Android, 5 MP, 13 MP, 3 GB, 4000 mAh," 6.22""", 720 x 1520, Distribütör Garantili,, Var,, 74.6 MM,, Var, Var, MediaTek MT6762D (Helio P22), Var, Quad-core 1.8 GHz ARM Cortex-A53,5.0, 1080p (Full HD), 1.8 GHz, % 80.81,, HD+,, 2.0, 158.7 MM, 5 MP, 8.45 MM,, Var, 2 MP, 165 G, 30 fps,,8.0, IPS LCD,, Var,,,,,,,,32.0
765,765,https://www.n11.com/urun/xiaomi-redmi-note-9s-duos-64-gb-xiaomi-turkiye-garantili-1348266?magaza=bittibitiyor," 3.010,00 ", Xiaomi, Redmi Note 9S, Android, 16 MP, 48 MP, 4 GB, 5020 mAh," 6.67""", 1080 x 2400, Distribütör Garantili, Var, Var,, 76.68 MM,, Var, Var, Qualcomm Snapdragon 720G (SM7125), Var, Dual-core 2.3 GHz ARM Cortex-A76 (Kryo 465),5.0, 2160p (Ultra HD) 4K, 2.3 GHz, % 84.27, Yok, FHD+, USB Type-C, 2.0, 165.75 MM, 8 MP, 8.8 MM,, Var, 5 MP, 209 G, 30 fps, 2 MP,8.0, IPS LCD, Yok, Var,,,,,,,,64.0
766,766,https://www.n11.com/urun/xiaomi-mi-note-10-lite-64-gb-6-gb-ram-xiaomi-turkiye-garantili-1377383?magaza=bittibitiyor," 3.849,00 ", Xiaomi, Mi Note 10 Lite, Android, 16 MP, 64 MP, 6 GB, 5260 mAh," 6.47""", 1080 x 2340, Distribütör Garantili, Var, Var,, 74.2 MM, Var, Var, Yok, Qualcomm Snapdragon 730G (SM7150-AB), Var, Dual-core 2.2 Ghz Kryo 470 (Gold),5.0, 2160p (Ultra HD) 4K, 2.2 GHz, % 87.25, Yok, FHD+, USB Type-C, 2.0, 157.8 MM, 8 MP, 9.67 MM,, Var, 5 MP, 204 G, 30 fps, 2 MP,8.0, AMOLED, Yok, Var,,,,,,,,64.0
767,767,https://www.n11.com/urun/xiaomi-redmi-note-9-128-gb-xiaomi-turkiye-garantili-1387209?magaza=bittibitiyor," 2.949,90 ", Xiaomi, Redmi Note 9, Android, 13 MP, 48 MP, 4 GB, 5020 mAh," 6.53""", 1080 x 2340, Distribütör Garantili, Var, Var,, 77.2 MM,, Var, Var, MediaTek Helio G85, Var, Dual-core 2.0 GHz ARM Cortex-A75,5.0, 1080p (Full HD), 2 GHz, % 83.22,, Full HD, Type-C USB, 2.0, 162.3 MM, 8 MP, 8.9 MM, Var, Var, 2 MP, 199 G, 30 fps, 2 MP,8.0, IPS LCD,, Var,, Sadece Sıçramalara Karşı,,,,,,128.0
768,768,https://www.n11.com/urun/samsung-galaxy-a21s-duos-64-gb-samsung-turkiye-garantili-1402396?magaza=alkisiletisim," 2.689,00 ", Samsung, Galaxy A21S, Android, 13 MP, 48 MP, 4 GB, 5000 mAh," 6.5""", 720 x 1600, Distribütör Garantili, Var, Var,, 75.3 MM, Var, Var, Var, Samsung Exynos 850, Var, Quad-Core 2.0 GHz ARM Cortex-A55,5.0, 1080p (Full HD), 2 GHz, % 82.43,, HD+, USB Type-C, 2.0, 163.7 MM, 8 MP, 8.9 MM,, Var, 2 MP, 192 G, 30 fps, 2 MP,8.0, PLS,,,,,,,,,,64.0
769,769,https://www.n11.com/urun/samsung-galaxy-a11-32-gb-samsung-turkiye-garantili-1402323?magaza=alkisiletisim," 2.279,00 ", Samsung, Galaxy A11, Android, 8 MP, 13 MP, 2 GB, 4000 mAh," 6.4""", 720 x 1560, Distribütör Garantili, Var,,, 76.3 MM, Var, Var, Var, Qualcomm Snapdragon 450 (SDM450), Var, Octa-Core 1.8 Ghz ARM Cortex-A53,4.2, 1080p (Full HD), 1.8 GHz, % 81.4,, HD+, USB Type-C, 2.0, 161.4 MM, 5 MP, 8 MM,,, 2 MP, 177 G, 30 fps,,8.0, PLS,,,,,,,,,,32.0
770,770,https://www.n11.com/urun/oppo-a72-128-gb-oppo-turkiye-garantili-1436850?magaza=alkisiletisim," 3.028,00 ", Oppo, A72, Android, 16 MP, 48 MP, 4 GB, 4880 mAh," 6.5""", 2400 x 1080, Distribütör Garantili,,,, 75.5 MM, Var, Var,,,,,5.0,,,,,,,, 162 MM, 8 MP, 8.9 MM,,, 2 MP, 192 G,, 2 MP,, TFT LCD,,,,,,,,,,128.0
771,771,https://www.n11.com/urun/oppo-realme-c3i-duos-32-gb-realme-turkiye-garantili-1451350?magaza=alkisiletisim," 2.499,00 ", Oppo, Realme C3i Duos, Android,, 12 MP, 2 GB, 5000 mAh," 6.5""", 720 x 1600, Distribütör Garantili,, Var,, 75 MM,, Var, Var, MediaTek Helio G70, Var, Dual-core 2.0 GHz ARM Cortex-A75,5.0, 1080p (Full HD), 2 GHz, %82.7,, HD+, Micro-USB, 2.0, 164.4 MM, 2 MP, 9 MM,,,, 195 G, 30 fps,,8.0, IPS LCD,,,,,,,,,,32.0
772,772,https://www.n11.com/urun/casper-via-x20-premium-128-gb-casper-turkiye-garantili-1483733?magaza=alkisiletisim," 3.381,00 ", Casper, VIA.X20, Android 10 (Q), 25 MP, 48 MP, 6 GB, 4510 mAh, 163.73, 2340 x 1080, Distribütör Garantili, Var, Var,, 77.1, Yok, Var, 512 GB, MediaTek Helio™ P70, Var, A73 Cortex,4.2, FULL HD, 2.1GHz + 2.0 GHz, 84%,, 1080, Type-C USB,," 6.53""", 8 MP, 8.8 MM,, Var, 2 MP, 190 G, 30, 2 MP,8.0, Ips,, Var,,,,, Var,,,128.0
773,773,https://www.n11.com/urun/oppo-a5s-32-gb3-gb-oppo-turkiye-garantili-1126704?magaza=alkisiletisim," 2.199,00 ", Oppo, A5s, Android, 8 MP, 13 MP, 3 GB, 4230 mAh," 6.2""", 720 x 1520, Distribütör Garantili,, Yok, Yok, 75.4 MM, Yok, Var, Var, MediaTek MT6765 (Helio P35), Var, Quad-Core 2.3 GHz ARM Cortex-A53,4.2, 1080p (Full HD), 2.3 GHz, % 80.86, Yok, HD+, Micro-USB, 2.0, 155.9 MM, 2 MP, 8.2 MM, Yok, Var,, 170 G, 30 fps,,8.0, IPS LCD, Yok,,,,,,,,,32.0
774,774,https://www.n11.com/urun/tcl-10-plus-duos-64-gb-tcl-turkiye-garantili-1518790?magaza=alkisiletisim," 3.500,00 ", Tcl, 10 PLUS, Android, 16 MP, 48 MP, 6 GB, 4500 mAh," 6.47""", 1080 x 2340, Distribütör Garantili, Var, Var,, 72.88 MM, Var, Var, Var, Qualcomm Snapdragon 665 (SM6125), Var, Quad-core 2.0 GHz Kryo 260 (Gold),5.0, 2160p (Ultra HD) 4K, 2.0 GHz, % 89.02,,, USB Type-C, 2.0, 158.9 MM, 8 MP, 8.95 MM,, Var, 2 MP, 172 G, 30 fps, 2 MP,8.0, AMOLED,, Var,,, Quad-Core 1.8 GHz Kryo 260 (Silver),,,,,64.0
775,775,https://www.n11.com/urun/oppo-a31-64-gb-oppo-turkiye-garantili-1400774?magaza=alkisiletisim," 2.539,00 ", Oppo, A31, Android, 8 MP, 12 MP, 4 GB, 4230 mAh," 6.5""", 720 x 1600, Distribütör Garantili,,,, 75.5 MM,, Var, Var, MediaTek MT6765 (Helio P35), Var, Quad-core 2.3 GHz ARM Cortex-A53,5.0, 1080p (Full HD), 2.3 GHz, % 81.7,, HD+, Type-C USB, 2.0, 163.9 MM, 2 MP, 8.3 MM,, Var, 2 MP, 180 G, 30 fps,,8.0, IPS LCD,,,,,,,,,,64.0
776,776,https://www.n11.com/urun/general-mobile-gm-20-64-gb-general-mobile-turkiye-garantili-1507030?magaza=telefondukkani," 1.873,90 ", General Mobile, GM 20, Android, 8 MP, 13 MP, 4 GB, 4000 mAh," 6.09""", 720 x 1560, Distribütör Garantili,,,, 73.8 MM,, Var, Var, MediaTek MT6762D (Helio A25), Var, Quad-core 1.8 GHz ARM Cortex-A53,5.0,, 1.8 GHz, % 79.32,, HD+, USB Type-C, 2.0, 154.5 MM, 2 MP, 8.8 MM,, Var, 2 MP, 160 G,,,8.0, IPS LCD,, Var,,, Quad-core 1.5 GHz ARM Cortex-A53,,,,,64.0
777,777,https://www.n11.com/urun/xiaomi-redmi-7a-32-gb2-gb-xiaomi-turkiye-garantili-1043414?magaza=cephane," 1.949,00 ", Xiaomi, Redmi 7A, Android, 5 MP, 12 MP, 2 GB, 4000 mAh," 5.45""", 720 x 1440, Distribütör Garantili, Yok, Var, Yok, 70.41 MM, Yok, Var, Var, Qualcomm Snapdragon 439 (SDM439), Var, Octa-Core 2.0 GHz ARM Cortex-A53,4.2, 1080p (Full HD), 1.95 GHz, % 74.41, Yok, HD+, Micro-USB, 2.0, 146.3 MM,, 9.55 MM, Var, Yok,, 165 G, 30 fps,,8.0, IPS LCD, Yok, Var,,,,,,,,32.0
778,778,https://www.n11.com/urun/huawei-y9-prime-2019-128-gb-huawei-turkiye-garantili-1035340?magaza=cephane," 2.615,00 ", Huawei, Y9 Prime, Android, 16 MP, 16 MP, 4 GB, 4000 mAh," 6.59""", 1080 x 2340, Distribütör Garantili, Yok, Var, Yok, 77.3 MM, Yok, Var, Var, Huawei Kirin 710F, Var, Quad-core 2.2 GHz ARM Cortex-A73,4.2, 1080p (Full HD), 2.2 GHz, % 84.35, Yok, FHD+, USB Type-C, 2.0, 163.5 MM, 8 MP, 8.8 MM, Yok, Var, 2 MP, 196.8 G, 30 fps,,8.0, IPS LCD, Yok,,,,,,,,,128.0
779,779,https://www.n11.com/urun/tcl-10-plus-duos-64-gb-tcl-turkiye-garantili-1518790?magaza=cephane," 2.889,00 ", Tcl, 10 PLUS, Android, 16 MP, 48 MP, 6 GB, 4500 mAh," 6.47""", 1080 x 2340, Distribütör Garantili, Var, Var,, 72.88 MM, Var, Var, Var, Qualcomm Snapdragon 665 (SM6125), Var, Quad-core 2.0 GHz Kryo 260 (Gold),5.0, 2160p (Ultra HD) 4K, 2.0 GHz, % 89.02,,, USB Type-C, 2.0, 158.9 MM, 8 MP, 8.95 MM,, Var, 2 MP, 172 G, 30 fps, 2 MP,8.0, AMOLED,, Var,,, Quad-Core 1.8 GHz Kryo 260 (Silver),,,,,64.0
780,780,https://www.n11.com/urun/huawei-y6s-duos-32-gb-huawei-turkiye-garantili-1231403?magaza=cephane," 2.015,00 ", Huawei, Y6S Duos, Android, 8 MP, 13 MP, 3 GB, 3020 mAh," 6.09""", 720 x 1560, Distribütör Garantili,, Var,,, Yok, Var, Var,,, Octa-core 1.8 Ghz ARM Cortex-A53,,,,,,,,,,,,,,,,,,, IPS LCD,,,,,,,,,,32.0
781,781,https://www.n11.com/urun/oppo-a12-32-gb-oppo-turkiye-garantili-1440081?magaza=cephane," 2.259,00 ", Oppo, A12,, 5 MP, 13 MP, 3 GB, 4230 mAh," 6.22""", 720 x 1520, Distribütör Garantili,,,,,, Var,,,,,,,,,,,,, 155.9 MM,, 8.3 MM,,,, 165 G,,,,,,,,,,,,,,32.0
782,782,https://www.n11.com/urun/samsung-galaxy-a01-16-gb-duos-samsung-turkiye-garantili-1275072?magaza=ziyapasateknoloji," 2.070,00 ", Samsung, Galaxy A01, Android, 5 MP, 13 MP, 2 GB, 3000 mAh," 5.7""", 720 x 1520, Distribütör Garantili, Yok, Var, Yok, 70.86 MM, Yok, Var, Var, Qualcomm Snapdragon 439 (SDM439), Var, Quad-core 1.95 GHz ARM Cortex-A53,4.2, 1080p (Full HD), 1.95 GHz, % 77.36, Yok, HD+, Micro-USB, 2.0, 146.3 MM, 2 MP, 8.34 MM, Yok, Yok,, 149 G,,,8.0, PLS, Yok,,,,,,,,,16.0
